label,precision,recall,f1_score
absence,0.9846153846153847,0.9948186528497409,0.9896907216494846
standing,1.0,0.9488636363636364,0.9737609329446064
sitting_by_bed,1.0,1.0,1.0
sitting_on_bed,1.0,0.991578947368421,0.9957716701902748
lying_no_cover,0.9837962962962963,1.0,0.9918319719953326
lying_with_cover,1.0,1.0,1.0
overall,0.9931123547137323,0.9931123547137323,0.9918425444639496
